kernel,shape_id,repeat,round,best_so_far_ms,new_configs_tested,improvement_pct
softmax,SM_001,0,0,7.168000098317862,11,0.0
softmax,SM_001,0,1,7.168000098317862,15,0.0
softmax,SM_001,1,0,7.199999876320362,11,0.0
softmax,SM_001,1,1,7.168000098317862,15,0.44444136878033347
softmax,SM_001,1,2,7.199999876320362,15,0.0
softmax,SM_001,2,0,7.168000098317862,11,0.0
softmax,SM_001,2,1,7.168000098317862,15,0.0
softmax,SM_001,2,2,7.168000098317862,15,0.0
softmax,SM_002,0,0,11.264000087976456,11,0.0
softmax,SM_002,0,1,9.247999638319016,15,17.897731124925876
softmax,SM_002,0,2,9.216000325977802,15,18.18181592687266
softmax,SM_002,1,0,11.264000087976456,11,0.0
softmax,SM_002,1,1,11.264000087976456,15,0.0
softmax,SM_002,1,2,11.231999844312668,15,0.28409307008036955
softmax,SM_002,2,0,11.264000087976456,11,0.0
softmax,SM_002,2,1,11.264000087976456,15,0.0
softmax,SM_002,2,2,11.264000087976456,15,0.0
softmax,SM_003,0,0,13.311999849975109,11,0.0
softmax,SM_003,0,1,13.311999849975109,15,0.0
softmax,SM_003,0,2,11.264000087976456,15,15.38461377012773
softmax,SM_003,0,3,11.264000087976456,15,15.38461377012773
softmax,SM_003,1,0,13.311999849975109,11,0.0
softmax,SM_003,1,1,13.311999849975109,15,0.0
softmax,SM_003,1,2,11.264000087976456,15,15.38461377012773
softmax,SM_003,1,3,11.264000087976456,15,15.38461377012773
softmax,SM_003,2,0,13.311999849975109,11,0.0
softmax,SM_003,2,1,13.279999606311321,15,0.2403864485008064
softmax,SM_003,2,2,12.384000234305859,15,6.97115103761803
softmax,SM_003,2,3,13.21600005030632,15,0.7211523493892498
softmax,SM_004,0,0,17.40800030529499,11,0.0
softmax,SM_004,0,1,17.40800030529499,15,0.0
softmax,SM_004,0,2,17.40800030529499,15,0.0
softmax,SM_004,1,0,15.39199985563755,11,0.0
softmax,SM_004,1,1,17.40800030529499,15,-13.097716141928432
softmax,SM_004,1,2,15.359999611973763,15,0.20790179290488542
softmax,SM_004,1,3,15.359999611973763,15,0.20790179290488542
softmax,SM_004,2,0,17.40800030529499,11,0.0
softmax,SM_004,2,1,17.40800030529499,15,0.0
softmax,SM_004,2,2,17.40800030529499,15,0.0
softmax,SM_005,0,0,46.112000942230225,11,0.0
softmax,SM_005,0,1,46.1760014295578,15,-0.13879355920328942
softmax,SM_005,0,2,46.112000942230225,15,0.0
softmax,SM_005,1,0,46.1760014295578,11,0.0
softmax,SM_005,1,1,46.112000942230225,15,0.13860118967903579
softmax,SM_005,1,2,46.112000942230225,15,0.13860118967903579
softmax,SM_005,2,0,46.14400118589401,11,0.0
softmax,SM_005,2,1,46.112000942230225,15,0.06934865386916242
softmax,SM_005,2,2,46.112000942230225,15,0.06934865386916242
softmax,SM_006,0,0,48.128001391887665,11,0.0
softmax,SM_006,0,1,48.128001391887665,15,0.0
softmax,SM_006,0,2,48.128001391887665,15,0.0
softmax,SM_006,1,0,48.128001391887665,11,0.0
softmax,SM_006,1,1,48.128001391887665,15,0.0
softmax,SM_006,1,2,48.09600114822388,15,0.06648986606200881
softmax,SM_006,2,0,48.128001391887665,11,0.0
softmax,SM_006,2,1,46.1760014295578,15,4.05585086826167
softmax,SM_006,2,2,48.128001391887665,15,0.0
softmax,SM_006,2,3,48.128001391887665,15,0.0
softmax,SM_007,0,0,68.64000111818314,11,0.0
softmax,SM_007,0,1,68.60800087451935,15,0.046620400848610695
softmax,SM_007,0,2,66.68800115585327,15,2.8438227426146825
softmax,SM_007,0,3,68.60800087451935,15,0.046620400848610695
softmax,SM_007,1,0,67.64800101518631,11,0.0
softmax,SM_007,1,1,68.60800087451935,15,-1.4191104613978582
softmax,SM_007,1,2,68.60800087451935,15,-1.4191104613978582
softmax,SM_007,2,0,68.60800087451935,11,0.0
softmax,SM_007,2,1,68.60800087451935,15,0.0
softmax,SM_007,2,2,68.60800087451935,15,0.0
softmax,SM_008,0,0,85.02399921417236,11,0.0
softmax,SM_008,0,1,84.99199897050858,15,0.03763671899645698
softmax,SM_008,0,2,86.97599917650223,15,-2.295822332954308
softmax,SM_008,1,0,97.31200337409973,11,0.0
softmax,SM_008,1,1,86.91199868917465,15,10.687278366825929
softmax,SM_008,1,2,85.08799970149994,15,12.561660688051662
softmax,SM_008,1,3,85.02399921417236,15,12.627429026086526
softmax,SM_008,2,0,85.02399921417236,11,0.0
softmax,SM_008,2,1,85.02399921417236,15,0.0
softmax,SM_008,2,2,85.05599945783615,15,-0.03763671899645698
softmax,SM_101,0,0,9.216000325977802,11,0.0
softmax,SM_101,0,1,9.184000082314014,15,0.3472248538618912
softmax,SM_101,0,2,9.151999838650227,15,0.6944497077237825
softmax,SM_101,1,0,9.184000082314014,11,0.0
softmax,SM_101,1,1,9.151999838650227,15,0.34843470575976965
softmax,SM_101,1,2,9.216000325977802,15,-0.34843470575976965
softmax,SM_101,2,0,9.216000325977802,11,0.0
softmax,SM_101,2,1,9.184000082314014,15,0.3472248538618912
softmax,SM_101,2,2,9.151999838650227,15,0.6944497077237825
softmax,SM_102,0,0,13.407999649643898,11,0.0
softmax,SM_102,0,1,13.344000093638897,15,0.47732367002784665
softmax,SM_102,0,2,13.311999849975109,15,0.715988978052655
softmax,SM_102,1,0,15.231999568641186,11,0.0
softmax,SM_102,1,1,13.311999849975109,15,12.605040526779346
softmax,SM_102,1,2,13.311999849975109,15,12.605040526779346
softmax,SM_102,1,3,11.264000087976456,15,26.050417496294
