kernel,shape_id,repeat,round,best_so_far_ms,new_configs_tested,improvement_pct
matmul,MM_001,0,0,0.009247999638319016,11,0.0
matmul,MM_001,0,1,0.009247999638319016,15,0.0
matmul,MM_001,0,2,0.009247999638319016,15,0.0
matmul,MM_001,1,0,0.007296000141650438,11,0.0
matmul,MM_001,1,1,0.007199999876320362,15,1.3157930847896044
matmul,MM_001,1,2,0.007199999876320362,15,1.3157930847896044
matmul,MM_001,1,3,0.007199999876320362,15,1.3157930847896044
matmul,MM_001,2,0,0.009247999638319016,11,0.0
matmul,MM_002,0,0,0.011392000131309032,11,0.0
matmul,MM_002,0,1,0.011392000131309032,15,0.0
matmul,MM_002,0,2,0.011359999887645245,15,0.280901012069342
matmul,MM_002,1,0,0.013344000093638897,11,0.0
matmul,MM_002,1,1,0.013311999849975109,15,0.2398099778119936
matmul,MM_002,1,2,0.011392000131309032,15,14.628296977158936
matmul,MM_002,1,3,0.011359999887645245,15,14.86810695497093
matmul,MM_002,2,0,0.013151999562978745,11,0.0
matmul,MM_002,2,1,0.011392000131309032,15,13.381991257237367
matmul,MM_002,2,2,0.011359999887645245,15,13.625302120430097
matmul,MM_002,2,3,0.011359999887645245,15,13.625302120430097
matmul,MM_003,0,0,0.11372800171375275,11,0.0
matmul,MM_003,0,1,0.11163200065493584,15,1.8429947130280468
matmul,MM_003,0,2,0.11164800077676773,15,1.8289259510777884
matmul,MM_003,0,3,0.11363200098276138,15,0.08441257170155174
matmul,MM_003,1,0,0.11372800171375275,11,0.0
matmul,MM_003,1,1,0.11161600053310394,15,1.8570634749783057
matmul,MM_003,1,2,0.10963200032711029,15,3.601576854354542
matmul,MM_003,1,3,0.10966400057077408,15,3.573439330454025
matmul,MM_003,2,0,0.11369600147008896,11,0.0
matmul,MM_003,2,1,0.11161600053310394,15,1.8294407103949215
matmul,MM_003,2,2,0.10963200032711029,15,3.574445090795759
matmul,MM_003,2,3,0.1096000000834465,15,3.6025905341271205
matmul,MM_004,0,0,0.02768000029027462,11,0.0
matmul,MM_004,0,1,0.021536000072956085,15,22.196532344247235
matmul,MM_004,0,2,0.021536000072956085,15,22.196532344247235
matmul,MM_004,0,3,0.021503999829292297,15,22.312140159739315
matmul,MM_004,1,0,0.02768000029027462,11,0.0
matmul,MM_004,1,1,0.021536000072956085,15,22.196532344247235
