kernel,shape_id,repeat,round,best_so_far_ms,new_configs_tested,improvement_pct
cross_entropy,CE_001,0,0,11.327999643981457,11,0.0
cross_entropy,CE_001,0,1,11.296000331640244,15,0.28247981414983886
cross_entropy,CE_001,0,2,11.296000331640244,15,0.28247981414983886
cross_entropy,CE_001,1,0,11.327999643981457,11,0.0
cross_entropy,CE_001,1,1,11.296000331640244,15,0.28247981414983886
cross_entropy,CE_001,1,2,11.296000331640244,15,0.28247981414983886
cross_entropy,CE_001,2,0,11.296000331640244,11,0.0
cross_entropy,CE_001,2,1,11.296000331640244,15,0.0
cross_entropy,CE_001,2,2,11.296000331640244,15,0.0
cross_entropy,CE_002,0,0,13.311999849975109,11,0.0
cross_entropy,CE_002,1,0,14.303999952971935,11,0.0
cross_entropy,CE_002,1,1,13.407999649643898,15,6.263984244084646
cross_entropy,CE_002,1,2,13.407999649643898,15,6.263984244084646
cross_entropy,CE_002,1,3,13.376000337302685,15,6.487693083894625
cross_entropy,CE_002,2,0,15.456000342965126,11,0.0
cross_entropy,CE_002,2,1,15.359999611973763,15,0.6211227281387758
cross_entropy,CE_002,2,2,13.535999692976475,15,12.422364178210884
cross_entropy,CE_002,2,3,13.376000337302685,15,13.45755667383356
cross_entropy,CE_003,0,0,11.42400037497282,11,0.0
cross_entropy,CE_003,0,1,11.327999643981457,15,0.840342505604933
cross_entropy,CE_003,0,2,11.327999643981457,15,0.840342505604933
cross_entropy,CE_003,0,3,11.296000331640244,15,1.1204485218067168
cross_entropy,CE_003,1,0,12.223999947309494,11,0.0
cross_entropy,CE_003,1,1,11.327999643981457,15,7.329845444945763
cross_entropy,CE_003,1,2,11.31199998781085,15,7.460732685125504
cross_entropy,CE_003,1,3,13.279999606311321,15,-8.638740703154642
cross_entropy,CE_003,2,0,11.296000331640244,11,0.0
cross_entropy,CE_003,2,1,11.296000331640244,15,0.0
cross_entropy,CE_003,2,2,11.296000331640244,15,0.0
cross_entropy,CE_004,0,0,19.487999379634857,11,0.0
cross_entropy,CE_004,0,1,19.487999379634857,15,0.0
cross_entropy,CE_004,0,2,19.487999379634857,15,0.0
cross_entropy,CE_004,1,0,19.519999623298645,11,0.0
cross_entropy,CE_004,1,1,19.487999379634857,15,0.16393567767077746
cross_entropy,CE_004,1,2,19.487999379634857,15,0.16393567767077746
cross_entropy,CE_004,2,0,19.487999379634857,11,0.0
cross_entropy,CE_004,2,1,17.56799966096878,15,9.852215618769439
